name,artist,track_id,instrumentalness,danceability,energy,liveness,loudness,acousticness,valence,speechiness,tempo,key,time_signature,length,popularity,mood,mood_map,cluster
One More Day,Alfie Templeman,6EEOfwJ6K8z7Kx4B02dVP4,0.0498,0.404,0.36,0.085,-8.44,0.644,0.308,0.226,161.028,8,4,269480,40,Chill,1,0
Bloom Later,Jesse,7DCQIOmpGV4nkHx7DQckJS,0.0,0.513,0.318,0.177,-10.451,0.796,0.249,0.0314,81.923,0,3,160306,64,Chill,1,0
Flaming Hot Cheetos,Clairo,1F6IbA7di42uPc3cff8PXV,0.000151,0.817,0.551,0.101,-9.33,0.865,0.142,0.133,109.966,7,4,123884,74,Chill,1,0
Sweet & Spice,Deb Never,0fp2T3VVFl1lhvGQYMCAlj,0.000399,0.752,0.631,0.124,-5.64,0.254,0.667,0.0353,130.028,11,4,170413,54,Chill,1,2
Young,Vacations,3OP8UeYimRl9HCNxMg7Ihl,0.00717,0.498,0.81,0.0635,-4.065,0.00392,0.594,0.0263,79.935,7,4,189160,78,Chill,1,2
ANGELS,Young & Sick,3G9jKbMCdrM7dxm0drQSPT,0.000276,0.608,0.47,0.129,-8.654,0.659,0.369,0.0328,109.946,10,4,254232,41,Chill,1,0
Right Here,Sean McVerry,6pW1YY18FiiyI2g9Aw8zD1,0.0564,0.742,0.578,0.142,-10.82,0.539,0.493,0.0744,81.931,11,4,204878,42,Chill,1,0
Dog Years,afternoon bike ride,1RBvwJPleRo3d7WfF9TDSc,0.0477,0.781,0.378,0.0958,-8.784,0.624,0.127,0.0407,97.021,4,4,134450,33,Chill,1,0
my future,Billie Eilish,2ygvZOXrIeVL4xZmAWJT2C,0.132,0.444,0.309,0.352,-10.956,0.795,0.0875,0.062,104.745,8,4,208155,74,Chill,1,0
we fell in love in october,girl in red,1BYZxKSf0aTxp8ZFoeyM3d,0.181,0.566,0.366,0.155,-12.808,0.113,0.237,0.028,129.959,7,4,184153,79,Chill,1,2
ocean view,easy life,7ossJoAkwNcV8pFzIyBb9j,0.000273,0.736,0.35,0.41,-10.424,0.631,0.303,0.215,134.003,8,4,174735,27,Chill,1,0
Chanel,Frank Ocean,6Nle9hKrkL1wQpwNfEkxjh,0.0,0.776,0.503,0.112,-5.732,0.874,0.473,0.237,110.134,0,4,210285,77,Chill,1,0
Like the Movies,Laufey,6jh16zx3qgGeLA5J3iihS0,9.34e-05,0.571,0.271,0.146,-10.237,0.907,0.217,0.0357,87.01,0,4,162758,55,Chill,1,0
Bunk Beds,Dori Valentine,4T8OtUOyImRoxbkLnFdHje,0.000134,0.664,0.391,0.147,-8.089,0.822,0.355,0.0363,91.276,7,4,166729,39,Chill,1,0
who put blood in my drink?,SYML,5vthP2pdh6pP40S7S5js8N,0.00808,0.495,0.294,0.181,-13.576,0.915,0.108,0.0376,135.898,9,4,270011,47,Chill,1,0
Greensmoke,imugi 이무기,58IXEuRhPjZAJLNfztJhkL,0.0,0.73,0.474,0.232,-7.119,0.239,0.507,0.0559,127.039,9,4,230659,39,Chill,1,2
Sinatra,Forrest Nolan,1USo158Kncaxfyq9q306dn,0.0,0.444,0.301,0.183,-8.88,0.886,0.35,0.0334,95.278,0,3,156342,52,Chill,1,0
Sweet Tooth,MyKey,5dtgtmWdO4pOASLQdOfWSr,0.00528,0.652,0.485,0.234,-9.153,0.409,0.534,0.0559,117.404,5,4,133050,46,Chill,1,2
Let's Hold Hands (feat. Melanie Faye),Dreamer Boy,2Gi5XHbTxLbzwjQQHky749,2.51e-06,0.508,0.441,0.114,-7.838,0.425,0.336,0.0315,147.843,9,4,179680,42,Chill,1,0
Bubble Gum,Clairo,3zksbXteOCeSusJ5Xltr3t,2.72e-05,0.509,0.0167,0.387,-24.639,0.979,0.229,0.115,207.97,9,3,175960,77,Chill,1,0
My Love,maye,4mDAxQGyDdpju78hGsACwn,0.0131,0.395,0.597,0.114,-8.09,0.451,0.41,0.0397,116.98,4,4,239295,56,Chill,1,0
Your Love 너의 사랑,Peachy!,5NgvQyEWxGxKcZkqIf6YQS,6.18e-05,0.639,0.286,0.127,-15.093,0.895,0.406,0.0816,98.192,10,4,237551,42,Chill,1,0
Best Friend,Laufey,4BeIdwrMlsBlVHgJHs9l6J,1.5e-06,0.757,0.401,0.253,-10.379,0.824,0.352,0.0883,83.026,3,4,164277,51,Chill,1,0
Prom Night,Riovaz,77OOBEhQnWEum2pokUnoMU,1.16e-05,0.808,0.61,0.097,-9.914,0.353,0.0538,0.163,149.29,7,4,145893,35,Chill,1,0
CRAFT,OFEKNIV,6eslB9QCZ4pdQYaDxxp456,0.946,0.792,0.215,0.104,-7.65,0.762,0.838,0.195,87.005,6,4,148965,40,Chill,1,1
Loving Is Easy,Rex Orange County,5EYi2rH4LYs6M21ZLOyQTx,0.00474,0.756,0.609,0.096,-7.927,0.217,0.537,0.0544,117.023,3,4,155720,74,Chill,1,2
worldstar money (interlude),Joji,435yU2MvEGfDdmbH0noWZ0,0.705,0.577,0.387,0.208,-8.607,0.964,0.459,0.274,146.565,7,1,126312,68,Chill,1,1
Comfort Crowd,Conan Gray,6uaBrivDHCaV0uBTiwHTUi,1.94e-06,0.678,0.431,0.147,-6.749,0.163,0.404,0.0326,90.941,0,4,174680,67,Chill,1,2
Dominic’s Interlude,Halsey,2sOOXgEGB7nhKO8mmc1GhI,0.0,0.406,0.368,0.354,-6.31,0.784,0.707,0.0296,157.885,10,4,76480,51,Chill,1,0
Seasons Bloom,Kacy Hill,0iHYfiXZcUlO4jrJseBXAw,3.69e-05,0.856,0.558,0.105,-5.22,0.787,0.489,0.0287,103.265,7,4,208373,46,Chill,1,0
Skate,Trees and Lucy,2el67ztWZN11RnAS8pTFRe,0.836,0.721,0.241,0.111,-12.923,0.893,0.278,0.11,79.907,5,4,117386,50,Chill,1,1
Maneater,Nelly Furtado,4wH4dJgrsxONID6KS2tDQM,0.000358,0.796,0.777,0.121,-4.81,0.0261,0.787,0.0397,132.722,6,4,258893,79,Chill,1,2
"Bills, Bills, Bills",Destiny's Child,1Oi2zpmL81Q0yScF1zxaC0,0.0,0.845,0.576,0.0764,-5.15,0.139,0.461,0.153,127.641,11,4,256026,80,Chill,1,2
Banana Clip,Miguel,6xagjcywpcyNFghafZPQJv,0.0,0.638,0.708,0.177,-5.342,0.0973,0.606,0.0754,84.978,1,4,201626,61,Chill,1,2
good 4 u,Olivia Rodrigo,6PERP62TejQjgHu81OHxgM,0.0,0.556,0.661,0.101,-5.052,0.3,0.668,0.204,168.56,6,4,178147,67,Chill,1,2
The Sweet Escape,Gwen Stefani,66ZcOcouenzZEnzTJvoFmH,0.0,0.756,0.77,0.178,-3.502,0.191,0.73,0.0343,119.961,1,4,246466,70,Chill,1,2
Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,4iJyoBOLtHqaGxP12qzhQI,0.0,0.677,0.696,0.42,-6.181,0.321,0.464,0.119,90.03,0,4,198081,92,Chill,1,2
Chinatown,Chanell,5qya0nU9vmMklKKjvltNPT,0.000463,0.827,0.703,0.0512,-3.147,0.15,0.72,0.148,125.182,1,5,216382,59,Chill,1,2
Home,Edward Sharpe & The Magnetic Zeros,7w5cxTEzp1rfV3KCy0Bd5N,0.000522,0.542,0.589,0.177,-6.623,0.292,0.137,0.0318,111.665,2,4,303200,68,Chill,1,0
good 4 u,Olivia Rodrigo,4ZtFanR9U6ndgddUvNcjcG,0.0,0.563,0.664,0.0849,-5.044,0.335,0.688,0.154,166.928,9,4,178146,96,Chill,1,2
papacito,Alaina Castillo,1nV5gbrDdxfua6ICkCVTgY,0.0,0.592,0.634,0.121,-4.199,0.358,0.741,0.262,179.853,4,4,185409,52,Chill,1,2
Pasito Tún Tún,Billoa Caracas Boys,3SzE2rkSs1uezXXfbo2nVo,0.492,0.767,0.661,0.0683,-7.822,0.324,0.963,0.124,78.251,8,4,225946,0,Chill,1,2
Imma Be,Black Eyed Peas,5OiLJ8tjUPFiPX2gVM8fxJ,0.0,0.597,0.517,0.307,-6.963,0.179,0.412,0.365,92.035,0,4,257560,65,Chill,1,2
Don't Go Yet,Camila Cabello,1058fW9H3fZA6QjYCdOBad,0.0,0.666,0.796,0.0442,-6.967,0.0492,0.61,0.103,110.108,10,4,164842,88,Chill,1,2
Sit Next to Me,Foster The People,4BdGO1CaObRD4La9l5Zanz,0.000384,0.638,0.738,0.689,-4.976,0.117,0.657,0.0292,97.021,6,4,243146,71,Chill,1,2
Lovely Rita - Remastered 2009,The Beatles,6h9W5FxX4E9lUFsyq8j1AD,0.0,0.61,0.471,0.118,-9.151,0.0634,0.63,0.0261,87.379,8,4,162093,52,Chill,1,2
One Time,Marian Hill,4uavDAs2FaZPjbwDdp90fQ,0.0,0.879,0.234,0.191,-12.293,0.28,0.479,0.352,79.956,9,4,217613,0,Chill,1,2
La Magia,Little Jesus,57Vhb1eZdgfknw62XCJ65F,0.00103,0.566,0.883,0.317,-7.117,0.0115,0.483,0.0374,156.937,10,4,245373,0,Chill,1,2
Sky Walker (feat. Travis Scott),Miguel,5WoaF1B5XIEnWfmb5NZikf,0.0,0.674,0.506,0.0866,-10.532,0.173,0.183,0.0434,145.965,6,4,259333,73,Chill,1,2
"Midsummer Madness 20 (feat. Joji, Rich Brian, Higher Brothers & AUGUST 08)",88rising,5qaDbDqAwvJZgn1I15Wk3L,1.3e-06,0.726,0.789,0.0907,-5.499,0.498,0.56,0.0468,94.987,9,4,246947,50,Chill,1,2
Forever,CHVRCHES,1tDVgmIzvqIpgilWP3tc69,1.19e-06,0.439,0.755,0.209,-5.277,0.000531,0.333,0.0379,151.964,2,4,224459,56,Chill,1,2
Runaway Baby,Bruno Mars,5MMLS3xm12D7N26xlfFApr,0.0,0.656,0.767,0.114,-3.038,0.25,0.871,0.0396,163.834,11,4,147746,68,Chill,1,2
Good As Hell,Lizzo,6uAm7pG66O1XesXS9bpHSF,0.0,0.684,0.905,0.525,-3.187,0.285,0.492,0.0765,95.985,0,4,159011,0,Chill,1,2
Hey Ladies,Beastie Boys,5ulZo7nk3MByXLvja3NCAc,0.0,0.949,0.728,0.0465,-10.653,0.286,0.795,0.211,101.718,1,4,227773,52,Chill,1,2
Don't Rain On My Parade,Barbra Streisand,0BhenWIyARdKVvBQ1qhX9i,0.0,0.569,0.479,0.226,-8.081,0.637,0.622,0.143,88.308,9,4,164400,46,Chill,1,0
I Can't Go for That (No Can Do),Daryl Hall & John Oates,41dDygR3r7e926oGUXfrLt,0.000788,0.889,0.441,0.038,-9.506,0.0405,0.963,0.0379,110.565,0,4,307306,64,Chill,1,2
All These Things That I've Done,The Killers,0kYUrLVQOfx21xuXu7OGrT,5.13e-06,0.557,0.728,0.118,-6.181,0.00156,0.216,0.0405,118.241,6,4,301573,62,Chill,1,2
Pumped Up Kicks,Foster The People,7w87IxuO7BDcJ3YUqCyMTT,0.115,0.733,0.71,0.0956,-5.849,0.145,0.965,0.0292,127.975,5,4,239600,83,Chill,1,2
"Ultimate - From ""Freaky Friday""/Soundtrack Version",Lindsay Lohan,69Zl2MdeQE8twZdiMXJXxZ,0.0,0.487,0.807,0.445,-4.745,0.00391,0.493,0.0383,79.524,1,4,186866,52,Chill,1,2
Girlfriend,Avril Lavigne,5HbCnVLXRyZVxnreOPgJCK,0.000206,0.56,0.959,0.209,-2.433,0.000738,0.67,0.102,163.983,7,4,216600,0,Chill,1,2
NADA (with Lauren Jauregui & C. Tangana),Tainy,1CrwI6m6zrG8AvOyvzpTHO,4.89e-05,0.826,0.504,0.369,-7.355,0.152,0.509,0.14,91.999,8,4,188690,46,Chill,1,2
Oops!...I Did It Again,Britney Spears,6naxalmIoLFWR0siv8dnQQ,1.77e-05,0.751,0.834,0.355,-5.444,0.3,0.894,0.0437,95.053,1,4,211160,77,Chill,1,2
Tainted Love,Soft Cell,0cGG2EouYCEEC3xfa0tDFV,0.0,0.5,0.501,0.26,-8.284,0.462,0.623,0.0376,144.438,0,4,153800,73,Chill,1,0
Little Talks,Of Monsters and Men,3a2tuvXCHbW5nuUckuHkKT,0.0,0.445,0.757,0.146,-5.177,0.0206,0.421,0.0322,102.878,1,4,266600,57,Chill,1,2
Do Ya Think I'm Sexy,Rod Stewart,3wsPg2KrRYZFi0inIFa41x,0.000667,0.716,0.465,0.099,-15.205,0.0107,0.877,0.0307,112.087,2,4,325813,55,Chill,1,2
Shadowplay,The Killers,3ApqBYwIRlxpl54toWbzzr,0.508,0.632,0.794,0.341,-7.224,0.000769,0.371,0.0458,145.028,2,4,247213,0,Chill,1,2
80s Mercedes,Maren Morris,4sDSkmacergclAYN5zCnMj,0.0,0.485,0.834,0.28,-5.413,0.0665,0.659,0.0715,90.933,9,4,211767,0,Chill,1,2
SexyBack (feat. Timbaland),Justin Timberlake,0O45fw2L5vsWpdsOdXwNAR,0.0,0.967,0.583,0.0519,-5.562,0.0584,0.964,0.0789,117.0,7,4,242733,77,Chill,1,2
September,"Earth, Wind & Fire",5nNmj1cLH3r4aA4XDJ2bgY,0.000521,0.697,0.809,0.183,-8.197,0.114,0.98,0.0302,125.941,9,4,214826,1,Chill,1,2
The Tide Is High - Radio Mix,Atomic Kitten,5WuVWOngcRkMOx9RRLCvui,0.00177,0.776,0.693,0.0322,-2.528,0.0234,0.635,0.0314,102.996,7,4,205360,62,Chill,1,2
Bad Liar,Selena Gomez,2fZQIJew3nkNe99s2PKzul,0.0,0.965,0.414,0.0767,-6.408,0.189,0.728,0.0713,121.032,1,4,214647,67,Chill,1,2
...Baby One More Time,Britney Spears,3MjUtNVVq3C8Fn0MP3zhXa,0.000131,0.759,0.699,0.443,-5.745,0.202,0.907,0.0307,92.96,0,4,211066,77,Chill,1,2
So Yesterday,Hilary Duff,0J1Wfjo9H3R62yaCuuNDZX,0.0,0.552,0.802,0.275,-3.799,0.215,0.776,0.0615,78.21,0,4,215333,57,Chill,1,2
Mamma Mia,ABBA,5ztQHTm1YQqcTkQmgDEU4n,0.000333,0.748,0.771,0.466,-7.01,0.28,0.782,0.0318,137.543,2,4,215266,0,Chill,1,2
One Less Lonely Girl,Justin Bieber,4YOlZCfnPBfy1ixfSRp07T,0.0,0.58,0.75,0.274,-4.421,0.159,0.728,0.194,86.938,4,4,229106,26,Chill,1,2
I Was Made For Lovin' You,KISS,07q0QVgO56EorrSGHC48y3,7.36e-05,0.768,0.852,0.0723,-6.215,0.214,0.867,0.038,128.373,4,4,271240,80,Chill,1,2
Don't Stop 'Til You Get Enough,Michael Jackson,46eu3SBuFCXWsPT39Yg3tJ,0.0461,0.878,0.821,0.183,-9.875,0.126,0.947,0.089,118.881,11,4,365466,74,Chill,1,2
Umbrella,Rihanna,49FYlytm3dAAraYgpoJZux,0.0,0.583,0.829,0.0426,-4.603,0.00864,0.575,0.134,174.028,1,4,275986,80,Chill,1,2
Sister Golden Hair,America,5VSAonaAPhhGn0G7hMYwWK,0.000143,0.441,0.547,0.109,-12.222,0.13,0.716,0.0337,134.753,4,4,199573,67,Chill,1,2
You're so Vain,Carly Simon,2DnJjbjNTV9Nd5NOa1KGba,6.69e-06,0.659,0.678,0.0784,-8.18,0.157,0.647,0.0313,106.186,0,4,258411,72,Chill,1,2
Royals,Lorde,2dLLR6qlu5UJ5gk0dKz0h3,0.0,0.674,0.428,0.132,-9.504,0.121,0.337,0.122,84.878,7,4,190185,75,Chill,1,2
Alcoholics,49th & Main,4GZEdwnAiQ96UmhiPetw33,0.000135,0.818,0.531,0.133,-10.736,0.0668,0.52,0.424,107.047,1,4,253456,48,Chill,1,2
Just Gonna Exist,Mindchatter,2f8bsBeF4Yk14cWPS9pZ3S,0.336,0.706,0.435,0.101,-13.347,0.863,0.859,0.106,190.019,1,5,174474,48,Chill,1,0
"Oh, Miles",Lane 8,61Hn9ssQkVEWq4ZmPwHyzd,0.794,0.641,0.726,0.0972,-6.921,0.176,0.0416,0.0381,124.012,2,4,333870,61,Chill,1,1
Bad Dream,Cannons,2IwbIGkquI55VOzcWUg8fg,0.108,0.662,0.845,0.342,-6.173,0.0211,0.679,0.0352,114.957,5,4,202502,59,Chill,1,2
Cold Light,KC Lights,6jRwkbiqOfkNGty2fGTXzd,0.00123,0.694,0.824,0.19,-5.933,0.0305,0.291,0.0454,125.018,8,4,179060,63,Chill,1,2
Swim,Mild Minds,7GhZOVHHIMUWzLotMJUprl,0.656,0.772,0.536,0.0796,-10.785,0.371,0.626,0.0704,109.988,10,4,279272,9,Chill,1,2
I’ll Find My Way To You,Elderbrook,2R2haDSmphwkn4kANdHU5P,0.758,0.795,0.474,0.0967,-8.166,0.0213,0.477,0.0642,120.017,6,4,264045,54,Chill,1,2
i think you're cool,Zeds Dead,6tkHWTety7Wd4Fv4oyGAcz,0.0418,0.618,0.662,0.113,-7.724,0.201,0.254,0.056,92.032,7,4,213623,55,Chill,1,2
Because You Move Me,Tinlicker,05GvwwTLLID738BbKN1ze0,0.0418,0.789,0.435,0.107,-9.506,0.691,0.166,0.149,122.995,2,4,196375,77,Chill,1,0
Matter of Time (feat. Alex Maher),Vandelux,4BmPTpXnae3IwwXAcK0byT,0.16,0.699,0.519,0.115,-8.623,0.106,0.0522,0.0566,115.066,7,4,240009,67,Chill,1,2
Catching Eyes,49th & Main,3LJ7dXJzZ2umb3Ccsuq5fT,0.00264,0.678,0.594,0.133,-12.482,0.854,0.144,0.24,125.892,6,4,249533,0,Chill,1,0
Falling,Crooked Colours,6bdfM4I40ywx2gOtZjQ7Z6,0.289,0.759,0.634,0.106,-8.959,0.033,0.145,0.0383,120.019,8,4,202433,45,Chill,1,2
Another Time,TWO LANES,2W9zh4QNFmuOyKHbtYYNm0,0.862,0.67,0.434,0.109,-12.923,0.401,0.136,0.046,113.997,7,4,255789,59,Chill,1,1
Always Afternoon,Medasin,6GMaQmdpwGolGyuW6ZJ9X9,0.0957,0.598,0.357,0.27,-12.104,0.869,0.168,0.0492,75.017,3,4,183226,58,Chill,1,0
Virgo,Le Youth,4lgEtC1W3xZSRFoJuPLmkk,0.894,0.593,0.871,0.131,-8.068,0.279,0.0719,0.0386,121.994,8,4,324000,55,Chill,1,1
Feel Your Weight - Poolside Remix,Rhye,5heenx8v6qCOumRI9jpRBS,0.854,0.741,0.592,0.116,-9.059,0.665,0.822,0.0308,111.984,6,4,310133,0,Chill,1,1
Erase,Ben Böhmer,1BbXlbs8pWeYI2yGpGhuzA,0.601,0.279,0.542,0.0888,-11.962,0.47,0.163,0.0494,123.846,1,4,253240,57,Chill,1,1
Light Up,nimino,1XutAsAMUAmVgLy0RXOb1k,0.887,0.382,0.264,0.0851,-13.448,0.808,0.107,0.0378,115.794,9,4,228577,44,Chill,1,1
Fruit&Sun,ford.,0e8eAsgCKopyIhrSasmZwh,0.872,0.761,0.539,0.127,-10.041,0.706,0.22,0.0762,108.028,5,4,177857,11,Chill,1,1
Friends In Secret,CRi,7LMn9rFcRyxRSn59jzITh1,0.889,0.771,0.652,0.113,-7.201,0.00396,0.467,0.0549,116.005,0,4,368360,33,Chill,1,2
Cherish,Shrimpnose,0gopaBSZjH3RrnN35lhwzu,0.956,0.672,0.152,0.112,-16.697,0.945,0.258,0.0364,75.515,8,4,193907,10,Chill,1,1
Hello Sun,Joey Pecoraro,0Q1Qacx7PAcTlVxeovkmJL,0.823,0.478,0.682,0.242,-9.262,0.307,0.442,0.0323,174.035,8,4,215172,41,Chill,1,1
Sweet Nothings (feat. Minke),Holiday87,1C4c6ojhV5NJDIS8KpDNNo,0.338,0.699,0.609,0.11,-11.505,0.26,0.121,0.0663,120.025,1,4,228845,46,Chill,1,2
Japan - Satin Jackets Remix,Tycho,4H33DONRzLH1dfbCXoFgbq,0.164,0.708,0.771,0.277,-9.022,0.00721,0.371,0.0394,92.986,2,4,237419,42,Chill,1,2
Every High - Young & Sick in-Flight Remix,Kyson,0b8llsVuNdqBiXloRSKsVg,0.015,0.766,0.572,0.0554,-10.182,0.0202,0.231,0.0433,119.952,10,4,258000,0,Chill,1,2
Together,Panama,1f1DsFJHpMugn3zuRACUos,0.243,0.671,0.63,0.849,-8.564,0.0328,0.404,0.0296,117.076,9,4,224113,49,Chill,1,2
Como Me Siento Por Ti (Instrumental Version),Kareem Ali,3JowZv6PNFF7MEv3bqBOzf,0.805,0.636,0.878,0.111,-9.075,0.00202,0.0671,0.0366,121.004,5,4,333223,41,Chill,1,2
You Never Told Me That,Joey Pecoraro,4K87RSgmjYSOHeUMGRkJE6,0.922,0.676,0.375,0.101,-11.801,0.834,0.706,0.0244,87.015,3,4,143448,42,Chill,1,1
Leave Me Low,Devault,1fhFDn9W8ehz6rqomxDUW4,0.00169,0.733,0.411,0.182,-11.507,0.54,0.359,0.0407,125.03,10,4,178560,60,Chill,1,0
Comfort,Khazali,2BmB9dEutF0cDtI5IbT8IE,0.0274,0.673,0.642,0.109,-11.907,0.326,0.0744,0.0449,115.973,0,4,217366,46,Chill,1,0
Oasis,Attom,3jlFMDKI3hjKvqzXry1Yq1,0.81,0.367,0.63,0.112,-7.846,0.0065,0.0636,0.0592,177.971,10,4,202247,53,Chill,1,1
Shut The World Out,Kasbo,3Up1MsHqcxUVgB2iuqFRq2,0.00327,0.496,0.679,0.316,-6.893,0.0308,0.224,0.0345,105.059,8,4,268966,54,Chill,1,2
eons away,santpoort,1IGkkm35S2KRItswTm0eKP,0.899,0.711,0.585,0.0886,-9.498,0.902,0.706,0.0504,162.955,7,4,152901,46,Chill,1,1
Why,Bobby Love,5aPAaUZP8YvSaZRGfdoLbt,0.758,0.66,0.684,0.0958,-8.091,0.18,0.103,0.0347,106.0,0,4,203773,56,Chill,1,1
Inner Light,Elderbrook,40tPP3K10yMZxwnT65REKj,0.00744,0.651,0.709,0.0771,-7.842,0.00461,0.126,0.037,121.02,4,4,257984,66,Chill,1,2
One By One (feat. Elderbrook & Andhim),Diplo,3053QmnOijQFGshvpAikky,0.627,0.625,0.803,0.109,-8.556,0.0142,0.293,0.0392,120.082,11,4,180000,53,Chill,1,2
cloudy,Meridian,4uN3fqx0mRqf61RemIFhIq,0.000339,0.642,0.328,0.116,-10.89,0.673,0.157,0.342,179.648,11,4,165710,46,Chill,1,0
Free,edapollo,0dF4YiBOZK45rPynM4No12,0.846,0.614,0.715,0.109,-7.038,0.456,0.569,0.0385,119.998,10,4,235333,42,Chill,1,1
These Things Will Come To Be,DJ Seinfeld,1vVq4Y18oveAg20Ujh43aE,0.818,0.674,0.74,0.319,-9.138,0.515,0.166,0.0504,125.998,4,4,296360,53,Chill,1,1
La Perla - Tourist Remix,Sofia Kourtesis,1V2Z18nOByb7DqCECFh2Yt,0.892,0.664,0.524,0.176,-10.5,0.0316,0.403,0.0509,124.0,7,4,317003,52,Chill,1,1
Morning Thoughts,Attom,5M7vcTOiey8zTQyK6gN6iu,0.204,0.647,0.652,0.131,-6.037,0.0509,0.0399,0.0432,117.022,5,4,242948,44,Chill,1,2
Wild Skies,Eli & Fur,62bxIf35DGi5hAEJMcBAGJ,0.0955,0.611,0.628,0.0788,-10.614,0.685,0.335,0.0317,98.011,8,4,204361,47,Chill,1,0
Brightest Lights (feat. POLIÇA),Lane 8,6zf6b2S8E2L3Z2iYiDFQfs,0.826,0.698,0.641,0.114,-11.253,0.323,0.262,0.0397,125.012,5,4,412800,52,Chill,1,1
Maker,Big Wild,6w32mXhIaosDV03bo216QI,0.501,0.638,0.75,0.0904,-6.831,0.117,0.161,0.0295,104.988,4,4,251428,0,Chill,1,2
"Whatever Happens, Happens",Loverground,7JCDUpvqoOsUI80cQezG7M,0.0728,0.93,0.556,0.0715,-10.436,0.0439,0.853,0.0803,115.025,9,4,227304,41,Chill,1,2
Deja,Bomba Estéreo,70um118ETgSKTghQNF9iEC,0.424,0.644,0.831,0.115,-7.118,0.138,0.252,0.0334,104.996,11,4,230893,53,Chill,1,2
Colour,Le Youth,4jqYXH8BDZlCkM4CN8hH5q,0.861,0.506,0.715,0.0987,-10.633,0.123,0.103,0.0336,124.009,0,4,297515,54,Chill,1,1
Together - il:lo Remix,Panama,0BPH5XY2injvJu0oD0B4S8,0.532,0.665,0.586,0.092,-12.594,0.12,0.0894,0.0402,114.004,9,4,294736,43,Chill,1,2
Places,Drove,1FxZblJPTjTl7SWSOwdmBk,0.181,0.796,0.675,0.0779,-8.066,0.0126,0.114,0.0397,120.032,1,4,185585,54,Chill,1,2
What You Want,glue70,1RuMPMUxwdAZ0tMcaUwQiw,0.644,0.883,0.469,0.0859,-11.463,0.13,0.371,0.268,120.033,6,4,225000,46,Chill,1,2
Wildflower,edapollo,2mIQWWaYinwqKxjEmE8Ave,0.745,0.69,0.83,0.115,-7.646,0.391,0.32,0.0456,116.006,11,4,218848,43,Chill,1,1
Road,Lane 8,6kckNpuM5oXZrObLExRg6d,0.449,0.689,0.514,0.0952,-12.803,0.512,0.0963,0.0383,121.985,11,4,238032,60,Chill,1,0
Coastin',Sol Rising,5AUyPXjDQ0m2BdFDWrhpPz,0.758,0.68,0.728,0.201,-7.125,0.0689,0.534,0.0265,99.988,1,4,195000,45,Chill,1,2
Limits,Late June,6WObvqFvHHiz24Vnbn8aXc,0.911,0.716,0.61,0.137,-9.963,0.115,0.0629,0.038,123.055,10,4,230243,40,Chill,1,1
Wish,Solicit,5BNx9lam9cgCr0RQJkUhdE,0.521,0.79,0.27,0.0952,-15.196,0.607,0.351,0.302,120.061,7,4,152000,41,Chill,1,1
Temporary Love,Mishegas,139cV9ZeoqSgXAdPXIRrRU,0.712,0.563,0.732,0.0828,-8.621,0.395,0.0397,0.0393,118.025,0,4,244267,45,Chill,1,1
don't be so hard on yourself,dj poolboi,0j69d3zENO7ZVjplwetmQp,0.941,0.717,0.52,0.0732,-9.393,0.101,0.178,0.0361,100.009,7,4,145000,55,Chill,1,1
Easy - Mild Minds Remix,Tycho,2VpJB1vzL9ZadZ3gF8GQBv,0.867,0.68,0.821,0.111,-9.194,0.128,0.0882,0.0366,120.015,0,4,356000,37,Chill,1,1
Love Is Awake,Madnap,6cwiXbTqbuGjwPnG56LFG2,0.0189,0.736,0.728,0.0966,-7.918,0.00937,0.265,0.0264,119.979,2,4,200000,47,Chill,1,2
Lowkey,Sol Rising,5hp4te9BVHl3m1ZFSj62eX,0.0117,0.715,0.481,0.115,-8.684,0.372,0.264,0.0347,84.944,5,4,193411,34,Chill,1,0
better,Joy Orbison,7oNOKWpTqTnTJeyLwkwWqN,0.443,0.734,0.585,0.0919,-13.899,0.421,0.144,0.0535,124.001,8,4,301933,55,Chill,1,0
Solace,RÜFÜS DU SOL,0hCjFmHUi6BtJO6FjYgDYf,0.000338,0.297,0.282,0.0599,-11.134,0.721,0.155,0.0284,139.128,0,4,217426,51,Chill,1,0
Exhale,Drinks On Me,3JVxMoCvTaEgnODlMxX378,0.729,0.834,0.779,0.0913,-6.927,0.0231,0.246,0.106,131.022,2,4,170381,45,Chill,1,2
Wild,Massane,1AmvRKGEjNMhHlk2Uwlamy,0.309,0.69,0.576,0.0865,-10.304,0.521,0.108,0.0333,120.005,6,4,226995,41,Chill,1,0
I Want You (feat. braev),Yotto,4erSEnRWE2diyHCfEjzW5Z,0.155,0.404,0.674,0.0832,-9.056,0.0128,0.0364,0.0469,123.948,8,4,258295,54,Chill,1,2
Endless Endeavor,Medasin,6No1iyh21ROzdBkxGWqhmQ,0.889,0.5,0.471,0.14,-14.374,0.944,0.152,0.0476,92.771,10,4,175826,42,Chill,1,1
Go Back Now (feat. Beacon),Jerro,3eZmygzZNxqqwOL1yIgBWI,0.935,0.585,0.803,0.111,-8.263,0.0114,0.0713,0.03,121.02,6,4,295759,48,Chill,1,1
Closed for Renovations,Pool Boy,3eHg10L5NVIz84J4oRTZRG,0.94,0.667,0.437,0.891,-16.354,0.753,0.677,0.0707,99.978,3,4,163978,38,Chill,1,1
